,Course,Year,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
17986,57-719,2017,14.0,5.0,5.0,5.0,5.0,5.0,5.0
17987,57-719,2018,12.5,5.0,5.0,5.0,5.0,5.0,5.0
17988,57-720,2009,,,,,,5.0,5.0
17989,57-720,2010,,5.0,5.0,5.0,5.0,5.0,5.0
17990,57-720,2011,,5.0,5.0,5.0,5.0,5.0,5.0
17991,57-720,2012,,5.0,5.0,5.0,5.0,5.0,5.0
17992,57-720,2013,,4.835,4.835,4.835,5.0,5.0,5.0
17993,57-720,2014,27.0,5.0,5.0,5.0,5.0,5.0,5.0
17994,57-721,2009,,,,,,5.0,5.0
17995,57-721,2010,,5.0,5.0,5.0,5.0,5.0,5.0
17996,57-721,2011,,5.0,5.0,4.665,5.0,5.0,5.0
17997,57-721,2012,,4.5,4.5,4.5,4.5,4.5,4.5
17998,57-721,2013,,5.0,5.0,5.0,5.0,5.0,5.0
17999,57-721,2014,12.25,5.0,4.33,4.33,4.67,5.0,5.0
18000,57-721,2015,16.0,5.0,5.0,5.0,5.0,5.0,5.0
18001,57-721,2016,9.5,4.0,4.5,4.5,4.5,4.5,4.0
18002,57-721,2017,12.5,5.0,5.0,5.0,5.0,5.0,5.0
18003,57-721,2018,11.0,4.0,4.0,4.0,5.0,5.0,4.5
18004,57-721,2019,12.5,5.0,5.0,5.0,5.0,5.0,5.0
18005,57-722,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18006,57-722,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18007,57-722,2013,,4.0,4.0,4.5,4.5,4.0,4.5
18008,57-722,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18009,57-724,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18010,57-724,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18011,57-724,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18012,57-724,2014,14.5,5.0,5.0,5.0,5.0,5.0,5.0
18013,57-724,2015,19.17,5.0,5.0,5.0,5.0,5.0,5.0
18014,57-724,2016,9.0,5.0,5.0,5.0,5.0,5.0,5.0
18015,57-724,2018,24.0,5.0,5.0,5.0,5.0,5.0,5.0
18016,57-729,2010,,4.67,4.33,4.33,4.67,4.0,4.33
18017,57-729,2011,,4.5,4.5,4.0,4.5,4.5,4.5
18018,57-729,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18019,57-729,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18020,57-729,2016,8.0,4.0,4.0,4.0,4.0,4.0,4.0
18021,57-729,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18022,57-730,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18023,57-731,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18024,57-731,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18025,57-731,2013,,2.0,2.0,3.0,3.0,2.0,2.0
18026,57-731,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18027,57-731,2019,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18028,57-733,2012,,3.0,2.0,3.0,3.0,4.0,3.0
18029,57-735,2010,,4.25,4.5,4.5,5.0,4.25,3.75
18030,57-735,2012,,5.0,4.6,4.6,4.8,4.5,4.4
18031,57-735,2014,4.1,4.8,4.7,4.7,4.8,4.5,4.5
18032,57-735,2016,6.29,4.86,4.83,4.86,4.86,4.86,4.57
18033,57-735,2018,2.0,5.0,4.0,4.33,5.0,4.33,4.33
18034,57-736,2011,,4.5,4.33,4.5,4.83,4.5,4.5
18035,57-736,2013,,4.88,4.75,5.0,4.88,4.88,4.88
18036,57-736,2015,3.5,4.88,4.63,4.75,4.88,4.75,4.88
18037,57-737,2009,,,,,,4.75,4.8
18038,57-737,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18039,57-737,2011,,4.71,4.93,4.93,5.0,4.765000000000001,4.765000000000001
18040,57-737,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18041,57-737,2013,,4.9399999999999995,4.775,5.0,4.9399999999999995,4.84,4.71
18042,57-737,2014,5.0,5.0,5.0,5.0,5.0,5.0,4.71
18043,57-737,2015,5.0,5.0,5.0,5.0,4.75,4.86,4.75
18044,57-737,2016,5.0,5.0,5.0,5.0,5.0,5.0,4.75
18045,57-737,2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18046,57-737,2018,6.2,5.0,5.0,5.0,5.0,5.0,5.0
18047,57-737,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18048,57-738,2015,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18049,57-739,2015,11.0,5.0,5.0,5.0,5.0,5.0,5.0
18050,57-740,2016,2.0,5.0,4.8,5.0,5.0,5.0,5.0
18051,57-740,2017,5.86,4.57,4.57,4.57,5.0,4.71,4.0
18052,57-740,2018,5.0,4.5,3.5,3.5,4.5,3.5,4.0
18053,57-741,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18054,57-741,2015,10.5,5.0,5.0,5.0,5.0,5.0,5.0
18055,57-741,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18056,57-742,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18057,57-742,2016,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18058,57-742,2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18059,57-743,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18060,57-743,2014,14.5,5.0,5.0,5.0,5.0,5.0,5.0
18061,57-744,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18062,57-744,2015,17.67,5.0,5.0,5.0,5.0,5.0,5.0
18063,57-745,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18064,57-746,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18065,57-746,2015,27.0,5.0,5.0,5.0,5.0,5.0,5.0
18066,57-747,2016,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18067,57-748,2010,,5.0,4.5,5.0,4.5,5.0,5.0
18068,57-748,2011,,5.0,4.5,4.5,4.5,4.5,4.5
18069,57-748,2016,2.0,3.0,3.0,3.0,3.0,3.0,3.0
18070,57-748,2017,4.0,5.0,5.0,5.0,5.0,5.0,4.33
18071,57-749,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18072,57-749,2011,,4.0,4.0,4.0,4.0,4.0,4.0
18073,57-749,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18074,57-749,2017,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18075,57-751,2017,4.5,4.5,4.0,4.33,4.0,3.83,4.33
18076,57-751,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18077,57-752,2015,5.0,4.8,4.6,4.8,4.8,4.6,4.6
18078,57-752,2016,4.25,4.25,4.5,4.5,3.5,4.0,4.0
18079,57-752,2017,3.5,4.5,4.0,3.5,5.0,3.5,3.0
18080,57-752,2018,7.25,5.0,5.0,4.75,5.0,5.0,4.75
18081,57-752,2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18082,57-753,2014,,4.67,4.5,4.5,5.0,4.67,4.67
18083,57-753,2016,3.0,3.67,3.67,3.33,3.67,3.67,3.0
18084,57-753,2017,3.5,5.0,4.33,4.67,4.33,4.5,4.5
18085,57-753,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18086,57-754,2009,,,,,,4.0,4.0
18087,57-754,2014,5.43,4.14,3.86,3.57,4.14,4.0,3.86
18088,57-754,2016,3.88,4.75,4.75,4.75,4.88,4.5,4.63
18089,57-756,2014,,5.0,4.71,4.71,5.0,4.71,4.71
18090,57-756,2015,5.0,4.75,4.25,3.75,4.75,4.25,4.0
18091,57-756,2016,3.0,5.0,4.67,5.0,5.0,4.33,5.0
18092,57-756,2017,4.25,5.0,4.5,4.75,5.0,5.0,5.0
18093,57-756,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18094,57-756,2019,3.0,5.0,5.0,5.0,5.0,5.0,5.0
18095,57-757,2013,,4.5,4.13,4.13,4.5,4.13,4.0
18096,57-757,2015,2.6,4.6,4.2,4.4,4.4,4.0,4.0
18097,57-757,2017,5.0,5.0,5.0,5.0,5.0,4.5,5.0
18098,57-758,2009,,,,,,4.0,4.2
18099,57-758,2013,,4.86,3.71,3.14,4.71,3.71,3.57
18100,57-758,2014,3.71,4.43,4.14,3.71,4.14,4.14,4.14
18101,57-758,2015,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18102,57-758,2016,3.0,5.0,5.0,4.67,5.0,4.33,4.33
18103,57-758,2017,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18104,57-758,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18105,57-760,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18106,57-760,2017,6.0,4.33,4.0,3.33,4.0,3.33,3.0
18107,57-761,2018,2.0,4.5,4.0,4.5,5.0,5.0,5.0
18108,57-762,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18109,57-762,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18110,57-762,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18111,57-766,2018,4.0,5.0,5.0,5.0,5.0,5.0,5.0
18112,57-766,2019,4.625,4.75,4.375,4.5,4.625,4.375,4.375
18113,57-767,2019,11.0,5.0,5.0,5.0,5.0,5.0,5.0
18114,57-769,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18115,57-770,2015,14.0,4.0,5.0,5.0,5.0,5.0,5.0
18116,57-770,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18117,57-771,2014,27.0,5.0,5.0,4.0,5.0,5.0,5.0
18118,57-771,2015,19.67,2.67,1.5,1.67,1.33,2.0,3.0
18119,57-771,2016,25.5,5.0,5.0,5.0,5.0,5.0,5.0
18120,57-771,2017,20.67,3.33,2.67,3.33,4.33,3.33,4.0
18121,57-771,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18122,57-772,2018,17.33,4.67,4.33,4.67,4.67,4.0,4.67
18123,57-772,2019,11.0,4.0,4.5,5.0,5.0,5.0,5.0
18124,57-774,2017,4.25,4.5,4.0,4.75,5.0,4.5,4.25
18125,57-774,2018,5.5,4.83,4.67,4.83,4.83,4.83,4.67
18126,57-775,2018,3.5,5.0,5.0,5.0,5.0,5.0,5.0
18127,57-775,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18128,57-780,2009,,,,,,4.0,3.67
18129,57-780,2010,,4.5,2.5,2.5,4.5,2.5,2.5
18130,57-780,2011,,4.0,3.5,3.83,3.67,3.83,3.83
18131,57-780,2012,,5.0,4.86,5.0,5.0,5.0,5.0
18132,57-780,2013,,4.8,4.45,4.5,4.8,4.5,4.4
18133,57-780,2014,,5.0,4.75,5.0,5.0,5.0,5.0
18134,57-780,2015,3.5,4.75,4.25,4.0,4.5,4.5,4.25
18135,57-780,2016,6.0,5.0,4.33,4.33,4.67,4.33,4.67
18136,57-780,2017,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18137,57-780,2018,5.0,4.5,3.0,3.5,5.0,3.0,4.0
18138,57-780,2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18139,57-781,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18140,57-781,2015,11.0,5.0,5.0,5.0,5.0,5.0,5.0
18141,57-782,2010,,4.5,4.5,4.5,4.5,4.5,4.5
18142,57-787,2014,5.0,4.6,4.6,4.6,4.6,4.6,4.6
18143,57-791,2010,,5.0,5.0,5.0,5.0,4.0,5.0
18144,57-791,2011,,4.5,5.0,5.0,5.0,5.0,5.0
18145,57-791,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18146,57-791,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18147,57-791,2014,5.0,4.5,4.5,4.5,4.625,4.5,4.375
18148,57-791,2015,6.5,5.0,5.0,5.0,5.0,5.0,4.5
18149,57-791,2016,8.915,5.0,4.75,4.75,5.0,5.0,5.0
18150,57-791,2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18151,57-791,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18152,57-791,2019,4.0,5.0,5.0,5.0,5.0,5.0,4.67
18153,57-792,2009,,,,,,5.0,5.0
18154,57-792,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18155,57-792,2011,,5.0,5.0,5.0,5.0,5.0,5.0
18156,57-792,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18157,57-792,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18158,57-792,2015,9.5,4.5,4.0,4.0,4.5,4.0,4.0
18159,57-792,2016,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18160,57-801,2010,,3.0,3.0,2.0,4.0,3.0,4.0
18161,57-801,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18162,57-801,2015,8.0,3.0,4.0,2.0,2.0,3.0,3.0
18163,57-801,2016,5.0,4.33,4.33,4.67,4.0,4.33,4.0
18164,57-801,2017,5.0,5.0,5.0,5.0,5.0,5.0,4.5
18165,57-801,2018,8.0,5.0,5.0,4.67,5.0,5.0,5.0
18166,57-802,2009,,,,,,5.0,5.0
18167,57-802,2011,,3.0,1.0,2.0,4.0,1.0,1.0
18168,57-802,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18169,57-802,2013,,5.0,5.0,5.0,5.0,5.0,3.0
18170,57-802,2014,,3.8,3.8,3.6,4.4,3.8,3.6
18171,57-802,2017,27.0,5.0,5.0,5.0,5.0,5.0,5.0
18172,57-802,2018,5.0,4.0,5.0,5.0,5.0,5.0,5.0
18173,57-806,2016,5.0,4.5,5.0,5.0,5.0,4.5,5.0
18174,57-806,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18175,57-807,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18176,57-807,2015,3.5,5.0,5.0,5.0,5.0,5.0,4.5
18177,57-807,2016,2.0,5.0,4.5,5.0,5.0,4.5,4.5
18178,57-808,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18179,57-808,2014,6.5,5.0,5.0,5.0,5.0,5.0,5.0
18180,57-808,2015,5.0,5.0,4.0,5.0,5.0,5.0,4.0
18181,57-808,2016,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18182,57-815,2016,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18183,57-817,2011,,5.0,4.5,5.0,4.5,5.0,4.5
18184,57-817,2012,,4.25,4.5,4.5,4.25,4.5,4.5
18185,57-817,2013,,4.0,4.0,3.6,4.2,3.6,3.4
18186,57-817,2014,5.0,4.0,3.75,3.25,4.0,4.0,3.0
18187,57-817,2015,6.5,3.5,2.25,2.5,2.0,2.25,2.5
18188,57-817,2016,5.0,3.0,1.0,2.0,3.0,2.0,1.0
18189,57-817,2019,2.0,5.0,4.0,5.0,5.0,5.0,5.0
18190,57-818,2009,,,,,,3.78,3.73
18191,57-818,2010,,3.925,4.005,3.935,3.51,3.75,3.685
18192,57-818,2011,,3.57,3.65,3.62,3.69,3.54,3.54
18193,57-818,2012,,3.985,3.92,3.9400000000000004,4.0,3.91,3.875
18194,57-818,2013,,4.055,3.975,4.095,4.1,3.975,4.125
18195,57-818,2014,10.82,4.4,4.195,4.295,4.385,4.1850000000000005,4.215
18196,57-818,2015,9.585,4.195,4.005,4.0649999999999995,4.17,4.16,4.09
18197,57-818,2016,9.2,4.25,4.0,4.25,4.3,4.25,4.33
18198,57-818,2017,10.36,4.355,4.225,4.154999999999999,4.415,4.0,3.88
18199,57-818,2018,8.675,4.6,4.5,4.42,4.6,4.5,4.6
18200,57-818,2019,7.5,4.4,4.5,4.6,4.5,4.33,4.14
18201,57-819,2013,,3.33,3.33,3.67,4.0,3.67,3.0
18202,57-819,2014,6.5,4.5,4.5,5.0,4.0,4.5,4.5
18203,57-819,2015,7.25,4.25,4.0,4.25,4.5,3.5,3.75
18204,57-819,2016,5.0,4.0,4.0,4.0,4.0,4.0,4.0
18205,57-819,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18206,57-821,2016,5.0,5.0,5.0,5.0,5.0,4.0,4.0
18207,57-821,2017,8.0,4.75,4.75,4.75,5.0,4.75,4.75
18208,57-821,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18209,57-821,2019,11.0,5.0,5.0,5.0,5.0,5.0,4.0
18210,57-823,2014,,4.5,4.5,4.5,4.5,4.5,4.5
18211,57-823,2015,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18212,57-823,2018,3.0,5.0,4.67,5.0,5.0,5.0,4.33
18213,57-824,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18214,57-824,2011,,4.5,4.5,4.5,4.5,4.5,4.5
18215,57-824,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18216,57-824,2013,,3.0,3.0,3.0,4.33,3.0,3.33
18217,57-824,2014,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18218,57-825,2009,,,,,,4.67,4.67
18219,57-825,2010,,3.33,3.67,3.0,4.0,3.33,3.33
18220,57-825,2017,8.0,4.75,4.75,4.75,4.75,4.75,4.75
18221,57-825,2019,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18222,57-826,2018,5.3,4.9,4.9,4.89,5.0,4.9,4.8
18223,57-827,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18224,57-827,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18225,57-827,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18226,57-827,2015,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18227,57-827,2017,6.0,4.0,4.33,4.67,5.0,4.33,4.67
18228,57-827,2018,2.0,4.25,4.25,4.25,4.5,4.25,4.25
18229,57-827,2019,3.5,5.0,5.0,5.0,5.0,5.0,5.0
18230,57-829,2017,2.0,5.0,5.0,5.0,5.0,5.0,4.0
18231,57-829,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18232,57-830,2014,5.0,4.0,3.0,3.0,4.0,4.0,4.0
18233,57-830,2015,16.0,5.0,4.5,5.0,5.0,5.0,5.0
18234,57-830,2016,27.0,5.0,5.0,5.0,5.0,5.0,5.0
18235,57-831,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18236,57-831,2014,7.0,5.0,5.0,5.0,5.0,5.0,5.0
18237,57-831,2015,21.0,5.0,5.0,5.0,5.0,5.0,5.0
18238,57-833,2010,,4.5,5.0,4.5,5.0,4.5,4.5
18239,57-833,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18240,57-833,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18241,57-833,2015,12.5,5.0,5.0,5.0,5.0,4.5,5.0
18242,57-833,2016,8.75,5.0,5.0,5.0,5.0,5.0,5.0
18243,57-833,2017,11.0,4.5,5.0,5.0,5.0,4.5,4.5
18244,57-834,2014,2.0,4.5,3.5,4.0,4.5,3.5,3.5
18245,57-837,2009,,,,,,4.25,4.0
18246,57-843,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18247,57-845,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18248,57-845,2012,,4.83,4.83,4.33,4.67,4.17,4.17
18249,57-845,2014,,4.0,3.75,4.0,3.0,2.75,3.0
18250,57-845,2015,8.88,4.75,4.5,4.75,4.63,4.5,4.5
18251,57-846,2010,,4.1,3.8,3.9,4.6,3.7,3.7
18252,57-846,2011,,3.33,3.5,4.0,3.67,3.33,3.33
18253,57-846,2012,,4.33,4.25,4.33,4.08,4.18,4.17
18254,57-846,2013,,4.38,4.15,4.31,4.08,4.23,4.23
18255,57-846,2014,,3.08,2.42,2.58,3.25,2.25,2.33
18256,57-846,2015,5.75,4.63,4.38,4.63,4.5,4.25,4.5
18257,57-846,2017,5.0,4.29,4.14,4.57,4.57,4.43,4.43
18258,57-847,2011,,4.0,4.0,4.0,4.0,4.0,3.5
18259,57-847,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18260,57-847,2014,3.5,4.1,3.9,4.0,4.3,4.0,4.1
18261,57-847,2015,10.25,4.835,3.0,4.165,4.5,4.0,3.665
18262,57-847,2016,5.0,4.0,4.0,4.0,5.0,4.0,4.0
18263,57-847,2017,16.0,5.0,5.0,5.0,5.0,5.0,5.0
18264,57-847,2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0
18265,57-850,2015,6.5,5.0,5.0,5.0,5.0,5.0,5.0
18266,57-851,2015,6.5,4.5,4.0,4.5,5.0,4.5,4.5
18267,57-851,2016,3.5,5.0,5.0,5.0,5.0,5.0,5.0
18268,57-855,2010,,3.0,2.0,2.0,2.0,2.0,2.0
18269,57-855,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18270,57-855,2015,6.5,5.0,5.0,5.0,5.0,5.0,5.0
18271,57-855,2016,6.0,5.0,5.0,4.67,5.0,4.67,4.67
18272,57-855,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18273,57-856,2011,,4.0,3.5,2.5,5.0,3.5,3.5
18274,57-856,2012,,5.0,4.0,4.0,5.0,5.0,5.0
18275,57-856,2014,7.0,4.0,4.67,4.33,3.33,3.67,4.33
18276,57-856,2016,11.0,5.0,5.0,5.0,5.0,5.0,5.0
18277,57-856,2017,14.0,5.0,5.0,5.0,5.0,5.0,5.0
18278,57-860,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18279,57-860,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18280,57-860,2014,2.0,4.0,4.0,4.0,4.0,4.0,4.0
18281,57-860,2015,21.0,5.0,5.0,5.0,5.0,5.0,5.0
18282,57-860,2017,2.0,4.0,3.0,3.0,3.0,3.0,3.0
18283,57-860,2018,3.5,5.0,5.0,5.0,5.0,5.0,5.0
18284,57-861,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18285,57-861,2013,,4.0,4.0,5.0,4.0,4.0,4.0
18286,57-861,2014,2.0,4.0,5.0,5.0,5.0,5.0,5.0
18287,57-861,2016,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18288,57-862,2010,,3.0,2.0,2.0,2.0,2.0,2.0
18289,57-862,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18290,57-862,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18291,57-862,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18292,57-862,2015,2.0,4.0,4.0,5.0,5.0,4.0,4.0
18293,57-862,2016,6.5,5.0,4.5,5.0,5.0,4.5,4.5
18294,57-862,2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18295,57-862,2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18296,57-863,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18297,57-863,2013,,5.0,5.0,5.0,5.0,4.5,4.0
18298,57-863,2014,,4.5,4.0,4.5,5.0,4.0,4.0
18299,57-863,2015,2.0,5.0,5.0,5.0,5.0,4.0,4.0
18300,57-863,2016,6.0,4.0,3.67,3.67,3.67,3.0,2.67
18301,57-863,2018,2.0,5.0,5.0,3.0,4.0,3.0,3.0
18302,57-865,2010,,4.91,4.55,4.55,4.64,4.7,4.45
18303,57-865,2011,,4.67,4.5,4.83,5.0,4.5,4.67
18304,57-865,2012,,4.83,4.5,4.6,4.17,4.17,4.5
18305,57-865,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18306,57-865,2015,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18307,57-865,2017,2.0,5.0,4.33,5.0,5.0,5.0,5.0
18308,57-866,2009,,,,,,4.0,4.0
18309,57-866,2010,,4.75,4.5,4.75,4.88,4.5,4.5
18310,57-870,2011,,3.0,4.0,3.0,4.0,3.0,3.0
18311,57-871,2010,,3.0,3.0,3.0,3.0,3.0,3.0
18312,57-871,2011,,5.0,4.25,4.75,5.0,5.0,4.75
18313,57-871,2012,,5.0,5.0,5.0,4.0,5.0,3.0
18314,57-871,2013,,3.0,4.0,5.0,4.0,4.0,4.0
18315,57-871,2018,2.0,3.0,3.5,3.0,2.0,2.5,2.5
18316,57-872,2010,,5.0,5.0,4.5,5.0,4.75,5.0
18317,57-872,2011,,4.5,4.5,4.5,4.5,4.5,4.5
18318,57-872,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18319,57-872,2013,,4.5,4.5,4.0,4.5,4.5,4.5
18320,57-872,2014,6.0,4.0,4.33,3.67,4.33,4.0,4.0
18321,57-872,2015,11.0,5.0,5.0,5.0,5.0,5.0,4.0
18322,57-872,2018,2.0,4.0,4.0,5.0,5.0,5.0,4.0
18323,57-874,2015,5.0,4.0,4.0,4.0,4.5,4.0,4.0
18324,57-874,2019,2.0,4.5,3.0,3.5,4.5,4.0,4.0
18325,57-875,2011,,4.0,3.5,2.5,4.5,3.5,3.5
18326,57-875,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18327,57-875,2014,3.5,4.0,4.0,3.67,3.33,3.67,4.0
18328,57-875,2016,11.0,5.0,5.0,5.0,5.0,5.0,5.0
18329,57-875,2017,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18330,57-876,2010,,3.0,2.0,2.0,2.0,2.0,2.0
18331,57-876,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18332,57-876,2015,6.5,5.0,5.0,5.0,5.0,5.0,5.0
18333,57-876,2016,7.0,5.0,5.0,4.67,5.0,4.67,4.67
18334,57-876,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18335,57-876,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18336,57-881,2010,,4.57,4.43,4.71,4.86,4.57,4.43
18337,57-881,2012,,4.67,4.67,4.67,4.67,4.67,4.67
18338,57-881,2014,4.5,4.83,4.67,4.0,4.67,4.33,3.83
18339,57-881,2016,8.25,3.0,4.0,4.0,4.0,4.0,3.75
18340,57-881,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
18341,57-882,2009,,,,,,4.0,3.5
18342,57-882,2011,,4.5,4.5,4.5,4.5,4.5,4.5
18343,57-882,2015,7.0,4.67,4.67,4.67,5.0,5.0,4.67
18344,57-882,2017,7.25,3.0,2.75,3.0,3.5,3.0,3.0
18345,57-882,2019,2.0,5.0,5.0,5.0,5.0,5.0,5.0
18346,57-883,2011,,4.83,4.17,4.33,4.83,4.17,4.17
18347,57-883,2013,,4.75,4.5,4.75,4.75,4.75,4.75
18348,57-883,2015,6.0,5.0,5.0,5.0,5.0,5.0,5.0
18349,57-883,2017,5.0,4.67,4.67,4.67,4.67,4.67,4.67
18350,57-884,2010,,4.43,4.57,4.43,4.29,4.29,4.29
18351,57-884,2012,,4.67,4.5,4.33,4.33,4.5,4.5
18352,57-884,2014,,5.0,5.0,4.75,5.0,5.0,4.75
18353,57-884,2016,5.0,4.2,4.0,3.6,4.4,3.6,3.6
18354,57-884,2018,5.75,4.75,4.75,4.75,4.67,4.75,4.75
18355,57-885,2017,4.0,5.0,4.33,4.33,5.0,4.67,4.67
18356,57-887,2010,,5.0,5.0,5.0,5.0,5.0,5.0
18357,57-887,2012,,5.0,5.0,5.0,5.0,5.0,5.0
18358,57-887,2013,,5.0,5.0,5.0,5.0,5.0,5.0
18359,57-887,2014,,5.0,5.0,5.0,5.0,5.0,5.0
18360,57-887,2015,8.0,5.0,5.0,5.0,5.0,5.0,5.0
18361,57-888,2009,,,,,,5.0,5.0
18362,57-888,2011,,3.75,4.25,4.25,3.75,4.0,4.0
18363,57-888,2012,,4.5,5.0,5.0,4.0,4.5,4.75
18364,57-888,2014,,3.25,3.25,3.5,2.5,2.75,2.75
18365,57-888,2015,4.0,4.33,4.67,4.0,4.67,4.67,4.33
18366,57-888,2016,3.5,3.0,2.0,2.5,2.0,3.0,2.5
18367,57-888,2017,27.0,5.0,5.0,5.0,5.0,5.0,5.0
18368,57-888,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
